"x" "y"
"520" -5341322.62400329 -689317.807752425
"521" -5231322.62400329 -689317.807752425
"522" -5121322.62400329 -689317.807752425
"523" -5011322.62400329 -689317.807752425
"524" -4901322.62400329 -689317.807752425
"525" -4791322.62400329 -689317.807752425
"526" -4681322.62400329 -689317.807752425
"527" -4571322.62400329 -689317.807752425
"528" -4461322.62400329 -689317.807752425
"529" -4351322.62400329 -689317.807752425
"530" -4241322.62400329 -689317.807752425
"531" -4131322.62400329 -689317.807752425
"532" -4021322.62400329 -689317.807752425
"533" -3911322.62400329 -689317.807752425
"534" -3801322.62400329 -689317.807752425
"535" -3691322.62400329 -689317.807752425
"536" -3581322.62400329 -689317.807752425
"537" -7981322.62400329 -799317.807752425
"538" -7871322.62400329 -799317.807752425
"539" -7761322.62400329 -799317.807752425
"540" -7651322.62400329 -799317.807752425
"541" -7541322.62400329 -799317.807752425
"542" -7431322.62400329 -799317.807752425
"543" -7321322.62400329 -799317.807752425
"544" -7211322.62400329 -799317.807752425
"545" -7101322.62400329 -799317.807752425
"546" -6991322.62400329 -799317.807752425
"547" -6881322.62400329 -799317.807752425
"548" -6771322.62400329 -799317.807752425
"549" -6661322.62400329 -799317.807752425
"550" -6551322.62400329 -799317.807752425
"551" -6441322.62400329 -799317.807752425
"552" -6331322.62400329 -799317.807752425
"553" -6221322.62400329 -799317.807752425
"554" -6111322.62400329 -799317.807752425
"555" -6001322.62400329 -799317.807752425
"556" -5891322.62400329 -799317.807752425
"557" -5781322.62400329 -799317.807752425
"558" -5671322.62400329 -799317.807752425
"559" -5561322.62400329 -799317.807752425
"560" -5451322.62400329 -799317.807752425
"561" -5341322.62400329 -799317.807752425
"562" -5231322.62400329 -799317.807752425
"563" -5121322.62400329 -799317.807752425
"564" -5011322.62400329 -799317.807752425
"565" -4901322.62400329 -799317.807752425
"566" -4791322.62400329 -799317.807752425
"567" -4681322.62400329 -799317.807752425
"568" -4571322.62400329 -799317.807752425
"569" -4461322.62400329 -799317.807752425
"570" -4351322.62400329 -799317.807752425
"571" -4241322.62400329 -799317.807752425
"572" -4131322.62400329 -799317.807752425
"573" -4021322.62400329 -799317.807752425
"574" -3911322.62400329 -799317.807752425
"575" -3801322.62400329 -799317.807752425
"576" -3691322.62400329 -799317.807752425
"577" -3581322.62400329 -799317.807752425
"578" -3471322.62400329 -799317.807752425
"579" -7871322.62400329 -909317.807752425
"580" -7761322.62400329 -909317.807752425
"581" -7651322.62400329 -909317.807752425
